lab_id,video_id,mouse1_strain,mouse1_color,mouse1_sex,mouse1_id,mouse1_age,mouse1_condition,mouse2_strain,mouse2_color,mouse2_sex,mouse2_id,mouse2_age,mouse2_condition,mouse3_strain,mouse3_color,mouse3_sex,mouse3_id,mouse3_age,mouse3_condition,mouse4_strain,mouse4_color,mouse4_sex,mouse4_id,mouse4_age,mouse4_condition,frames_per_second,video_duration_sec,pix_per_cm_approx,video_width_pix,video_height_pix,arena_width_cm,arena_height_cm,arena_shape,arena_type,body_parts_tracked,behaviors_labeled,tracking_method
CalMS21_task1,87423842,C57Bl/6J,black,male,18.0,,,BALB/c,white,male,,,,,,,,,,,,,,,,30.0,615.4,18.33,1024,570,35.0,15.0,rectangular,resident-intruder,"[""ear_left"", ""ear_right"", ""hip_left"", ""hip_right"", ""neck"", ""nose"", ""tail_base""]","[""mouse1,mouse2,attack"", ""mouse1,mouse2,sniff""]",MARS
CalMS21_task1,169344990,C57Bl/6J,black,male,2.0,,cable,BALB/c,white,female,,,,,,,,,,,,,,,,30.0,574.3,18.33,1024,570,35.0,15.0,rectangular,resident-intruder,"[""ear_left"", ""ear_right"", ""hip_left"", ""hip_right"", ""neck"", ""nose"", ""tail_base""]","[""mouse1,mouse2,sniff"", ""mouse1,mouse2,sniffgenital""]",MARS
CalMS21_task1,419458058,C57Bl/6J,black,male,23.0,,cable,BALB/c,white,male,,,,,,,,,,,,,,,,30.0,315.0,18.33,1024,570,35.0,15.0,rectangular,resident-intruder,"[""ear_left"", ""ear_right"", ""hip_left"", ""hip_right"", ""neck"", ""nose"", ""tail_base""]","[""mouse1,mouse2,attack"", ""mouse1,mouse2,sniff""]",MARS
CalMS21_task1,537514760,C57Bl/6J,black,male,12.0,,,BALB/c,white,female,,,,,,,,,,,,,,,,30.0,544.8,18.33,1024,570,35.0,15.0,rectangular,resident-intruder,"[""ear_left"", ""ear_right"", ""hip_left"", ""hip_right"", ""neck"", ""nose"", ""tail_base""]","[""mouse1,mouse2,sniff"", ""mouse1,mouse2,sniffgenital""]",MARS
CalMS21_task1,539221220,C57Bl/6J,black,male,3.0,,cable,BALB/c,white,female,,,,,,,,,,,,,,,,30.0,302.0,18.33,1024,570,35.0,15.0,rectangular,resident-intruder,"[""ear_left"", ""ear_right"", ""hip_left"", ""hip_right"", ""neck"", ""nose"", ""tail_base""]","[""mouse1,mouse2,intromit"", ""mouse1,mouse2,mount"", ""mouse1,mouse2,sniff"", ""mouse1,mouse2,sniffgenital""]",MARS
CalMS21_task1,628121881,C57Bl/6J,black,male,6.0,,cabled device,BALB/c,white,female,,,,,,,,,,,,,,,,30.0,116.8,18.33,1024,570,35.0,15.0,rectangular,resident-intruder,"[""ear_left"", ""ear_right"", ""hip_left"", ""hip_right"", ""neck"", ""nose"", ""tail_base""]","[""mouse1,mouse2,approach"", ""mouse1,mouse2,mount"", ""mouse1,mouse2,sniffbody"", ""mouse1,mouse2,sniffface"", ""mouse1,mouse2,sniffgenital"", ""mouse1,self,genitalgroom""]",MARS
CalMS21_task1,687327340,C57Bl/6J,black,male,16.0,,,BALB/c,white,female,,,,,,,,,,,,,,,,30.0,567.5,18.33,1024,570,35.0,15.0,rectangular,resident-intruder,"[""ear_left"", ""ear_right"", ""hip_left"", ""hip_right"", ""neck"", ""nose"", ""tail_base""]","[""mouse1,mouse2,mount"", ""mouse1,mouse2,sniff""]",MARS
CalMS21_task1,764294971,C57Bl/6J,black,male,5.0,,cabled device,BALB/c,white,female,,,,,,,,,,,,,,,,30.0,109.7,18.33,1024,570,35.0,15.0,rectangular,resident-intruder,"[""ear_left"", ""ear_right"", ""hip_left"", ""hip_right"", ""neck"", ""nose"", ""tail_base""]","[""mouse1,mouse2,approach"", ""mouse1,mouse2,mount"", ""mouse1,mouse2,sniffbody"", ""mouse1,mouse2,sniffface"", ""mouse1,mouse2,sniffgenital""]",MARS
CalMS21_task1,788202056,C57Bl/6J,black,male,28.0,,,BALB/c,white,female,,,,,,,,,,,,,,,,30.0,588.5,18.33,1024,570,35.0,15.0,rectangular,resident-intruder,"[""ear_left"", ""ear_right"", ""hip_left"", ""hip_right"", ""neck"", ""nose"", ""tail_base""]","[""mouse1,mouse2,mount"", ""mouse1,mouse2,sniff""]",MARS
CalMS21_task1,809307360,C57Bl/6J,black,male,21.0,,cabled device,BALB/c,white,female,,,,,,,,,,,,,,,,30.0,269.1,18.33,1024,570,35.0,15.0,rectangular,resident-intruder,"[""ear_left"", ""ear_right"", ""hip_left"", ""hip_right"", ""neck"", ""nose"", ""tail_base""]","[""mouse1,mouse2,approach"", ""mouse1,mouse2,mount"", ""mouse1,mouse2,sniffbody"", ""mouse1,mouse2,sniffface"", ""mouse1,mouse2,sniffgenital"", ""mouse1,self,genitalgroom""]",MARS
CalMS21_task1,865512963,C57Bl/6J,black,male,29.0,,,BALB/c,white,female,,,,,,,,,,,,,,,,30.0,668.0,18.33,1024,570,35.0,15.0,rectangular,resident-intruder,"[""ear_left"", ""ear_right"", ""hip_left"", ""hip_right"", ""neck"", ""nose"", ""tail_base""]","[""mouse1,mouse2,mount"", ""mouse1,mouse2,sniff""]",MARS
CalMS21_task1,877503292,C57Bl/6J,black,male,23.0,,cable,BALB/c,white,male,,,,,,,,,,,,,,,,30.0,332.5,18.33,1024,570,35.0,15.0,rectangular,resident-intruder,"[""ear_left"", ""ear_right"", ""hip_left"", ""hip_right"", ""neck"", ""nose"", ""tail_base""]","[""mouse1,mouse2,attack"", ""mouse1,mouse2,sniff""]",MARS
CalMS21_task1,955650256,C57Bl/6J,black,male,31.0,,,BALB/c,white,male,,,,,,,,,,,,,,,,30.0,592.1,18.33,1024,570,35.0,15.0,rectangular,resident-intruder,"[""ear_left"", ""ear_right"", ""hip_left"", ""hip_right"", ""neck"", ""nose"", ""tail_base""]","[""mouse1,mouse2,attack"", ""mouse1,mouse2,sniff""]",MARS
CalMS21_task1,1011533560,C57Bl/6J,black,male,25.0,,,BALB/c,white,female,,,,,,,,,,,,,,,,30.0,197.6,18.33,1024,570,35.0,15.0,rectangular,resident-intruder,"[""ear_left"", ""ear_right"", ""hip_left"", ""hip_right"", ""neck"", ""nose"", ""tail_base""]","[""mouse1,mouse2,mount"", ""mouse1,mouse2,sniff"", ""mouse1,mouse2,sniffgenital""]",MARS
CalMS21_task1,1062887364,C57Bl/6J,black,male,5.0,,cabled device,BALB/c,white,female,,,,,,,,,,,,,,,,30.0,188.2,18.33,1024,570,35.0,15.0,rectangular,resident-intruder,"[""ear_left"", ""ear_right"", ""hip_left"", ""hip_right"", ""neck"", ""nose"", ""tail_base""]","[""mouse1,mouse2,approach"", ""mouse1,mouse2,mount"", ""mouse1,mouse2,sniffbody"", ""mouse1,mouse2,sniffface"", ""mouse1,mouse2,sniffgenital""]",MARS
CalMS21_task1,1089428234,C57Bl/6J,black,male,32.0,,,BALB/c,white,female,,,,,,,,,,,,,,,,30.0,577.0,18.33,1024,570,35.0,15.0,rectangular,resident-intruder,"[""ear_left"", ""ear_right"", ""hip_left"", ""hip_right"", ""neck"", ""nose"", ""tail_base""]","[""mouse1,mouse2,mount"", ""mouse1,mouse2,sniff"", ""mouse1,mouse2,sniffgenital""]",MARS
CalMS21_task1,1283267722,C57Bl/6J,black,male,6.0,,cabled device,BALB/c,white,female,,,,,,,,,,,,,,,,30.0,109.2,18.33,1024,570,35.0,15.0,rectangular,resident-intruder,"[""ear_left"", ""ear_right"", ""hip_left"", ""hip_right"", ""neck"", ""nose"", ""tail_base""]","[""mouse1,mouse2,approach"", ""mouse1,mouse2,mount"", ""mouse1,mouse2,sniffbody"", ""mouse1,mouse2,sniffface"", ""mouse1,mouse2,sniffgenital"", ""mouse1,self,genitalgroom""]",MARS
CalMS21_task1,1391057636,C57Bl/6J,black,male,22.0,,cable,BALB/c,white,male,,,,,,,,,,,,,,,,30.0,452.5,18.33,1024,570,35.0,15.0,rectangular,resident-intruder,"[""ear_left"", ""ear_right"", ""hip_left"", ""hip_right"", ""neck"", ""nose"", ""tail_base""]","[""mouse1,mouse2,approach"", ""mouse1,mouse2,attack"", ""mouse1,mouse2,sniffbody"", ""mouse1,mouse2,sniffface"", ""mouse1,mouse2,sniffgenital""]",MARS
CalMS21_task1,1495692909,C57Bl/6J,black,male,14.0,,cable,BALB/c,white,female,,,,,,,,,,,,,,,,30.0,574.3,18.33,1024,570,35.0,15.0,rectangular,resident-intruder,"[""ear_left"", ""ear_right"", ""hip_left"", ""hip_right"", ""neck"", ""nose"", ""tail_base""]","[""mouse1,mouse2,mount"", ""mouse1,mouse2,sniff"", ""mouse1,mouse2,sniffgenital""]",MARS
CalMS21_task1,1522870122,C57Bl/6J,black,male,25.0,,,BALB/c,white,female,,,,,,,,,,,,,,,,30.0,605.1,18.33,1024,570,35.0,15.0,rectangular,resident-intruder,"[""ear_left"", ""ear_right"", ""hip_left"", ""hip_right"", ""neck"", ""nose"", ""tail_base""]","[""mouse1,mouse2,sniff"", ""mouse1,mouse2,sniffgenital""]",MARS
CalMS21_task1,1694258334,C57Bl/6J,black,male,11.0,,cabled device,BALB/c,white,male,,,,,,,,,,,,,,,,30.0,80.9,18.33,1024,570,35.0,15.0,rectangular,resident-intruder,"[""ear_left"", ""ear_right"", ""hip_left"", ""hip_right"", ""neck"", ""nose"", ""tail_base""]","[""mouse1,mouse2,approach"", ""mouse1,mouse2,attack"", ""mouse1,mouse2,sniffbody"", ""mouse1,mouse2,sniffface""]",MARS
